client,event
client15494,0
client15495,1
client15496,0
client15497,0
client15498,0
client15499,0
client155,0
client1550,0
client15500,0
client15501,0
client15502,0
client15503,0
client15504,0
client15505,1
client15506,0
client15507,0
client15508,0
client15509,0
client1551,1
client15510,0
client15511,1
client15512,1
client15513,0
client15514,0
client15515,0
client15516,0
client15517,0
client15518,0
client15519,0
client1552,1
client15520,1
client15521,0
client15522,0
client15523,0
client15524,0
client15525,0
client15526,0
client15527,0
client15528,1
client15529,0
client1553,0
client15530,1
client15531,0
client15532,0
client15533,0
client15534,1
client15535,0
client15536,0
client15537,0
client15538,0
client15539,0
client1554,0
client15540,1
client15541,0
client15542,0
client15543,0
client15544,1
client15545,0
client15546,1
client15547,0
client15548,0
client15549,0
client1555,0
client15550,1
client15551,0
client15552,1
client15553,1
client15554,0
client15555,0
client15556,0
client15557,0
client15558,0
client15559,0
client1556,0
client15560,1
client15561,0
client15562,0
client15563,1
client15564,0
client15565,0
client15566,1
client15567,1
client15568,1
client15569,0
client1557,1
client15570,1
client15571,1
client15572,0
client15573,0
client15574,0
client15575,0
client15576,1
client15577,0
client15578,0
client15579,0
client1558,0
client15580,0
client15581,0
client15582,0
client15583,0
client15584,0
client15585,0
client15586,0
client15587,0
client15588,1
client15589,0
client1559,0
client15590,0
client15591,1
client15592,1
client15593,0
client15594,1
client15595,0
client15596,0
client15597,0
client15598,0
client15599,0
client156,1
client1560,0
client15600,0
client15601,0
client15602,0
client15603,0
client15604,1
client15605,1
client15606,0
client15607,0
client15608,0
client15609,1
client1561,1
client15610,0
client15611,0
client15612,0
client15613,1
client15614,0
client15615,1
client15616,1
client15617,0
client15618,1
client15619,0
client1562,0
client15620,0
client15621,1
client15622,0
client15623,0
client15624,0
client15625,0
client15626,0
client15627,0
client15628,0
client15629,0
client1563,0
client15630,0
client15631,0
client15632,1
client15633,0
client15634,0
client15635,0
client15636,1
client15637,1
client15638,0
client15639,0
client1564,0
client15640,0
client15641,1
client15642,0
client15643,0
client15644,1
client15645,1
client15646,0
client15647,1
client15648,0
client15649,1
client1565,0
client15650,0
client15651,1
client15652,0
client15653,0
client15654,1
client15655,0
client15656,0
client15657,0
client15658,1
client15659,0
client1566,0
client15660,0
client15661,0
client15662,0
client15663,0
client15664,1
client15665,0
client15666,1
client15667,0
client15668,0
client15669,0
client1567,0
client15670,0
client15671,0
client15672,0
client15673,1
client15674,0
client15675,0
client15676,0
client15677,0
client15678,0
client15679,0
client1568,0
client15680,0
client15681,0
client15682,0
client15683,1
client15684,0
client15685,0
client15686,0
client15687,0
client15688,0
client15689,0
client1569,0
client15690,0
client15691,1
client15692,0
client15693,0
client15694,0
client15695,1
client15696,0
client15697,0
client15698,0
client15699,0
client157,0
client1570,0
client15700,1
client15701,0
client15702,0
client15703,0
client15704,0
client15705,1
client15706,1
client15707,0
client15708,0
client15709,0
client1571,0
client15710,0
client15711,0
client15712,0
client15713,0
client15714,0
client15715,1
client15716,0
client15717,0
client15718,0
client15719,0
client1572,0
client15720,0
client15721,0
client15722,1
client15723,0
client15724,0
client15725,0
client15726,1
client15727,1
client15728,0
client15729,0
client1573,0
client15730,0
client15731,0
client15732,0
client15733,0
client15734,0
client15735,0
client15736,0
client15737,0
client15738,1
client15739,0
client1574,1
client15740,1
client15741,1
client15742,1
client15743,1
client15744,0
client15745,1
client15746,0
client15747,1
client15748,0
client15749,0
client1575,0
client15750,1
client15751,0
client15752,0
client15753,0
client15754,0
client15755,1
client15756,0
client15757,0
client15758,0
client15759,1
client1576,1
client15760,0
client15761,0
client15762,0
client15763,0
client15764,1
client15765,1
client15766,1
client15767,0
client15768,0
client15769,0
client1577,1
client15770,0
client15771,1
client15772,0
client15773,0
client15774,0
client15775,0
client15776,0
client15777,0
client15778,0
client15779,0
client1578,0
client15780,0
client15781,0
client15782,0
client15783,0
client15784,0
client15785,0
client15786,0
client15787,0
client15788,0
client15789,0
client1579,0
client15790,0
client15791,0
client15792,0
client15793,0
client15794,0
client15795,0
client15796,0
client15797,1
client15798,0
client15799,0
client158,0
client1580,0
client15800,0
client15801,0
client15802,0
client15803,0
client15804,0
client15805,0
client15806,0
client15807,0
client15808,0
client15809,0
client1581,0
client15810,0
client15811,0
client15812,0
client15813,0
client15814,1
client15815,0
client15816,0
client15817,0
client15818,1
client15819,1
client1582,0
client15820,0
client15821,0
client15822,0
client15823,0
client15824,0
client15825,0
client15826,0
client15827,1
client15828,0
client15829,0
client1583,0
client15830,1
client15831,0
client15832,0
client15833,1
client15834,0
client15835,0
client15836,1
client15837,1
client15838,0
client15839,1
client1584,0
client15840,0
client15841,0
client15842,1
client15843,0
client15844,1
client15845,1
client15846,0
client15847,0
client15848,0
client15849,0
client1585,1
client15850,0
client15851,0
client15852,1
client15853,0
client15854,0
client15855,0
client15856,0
client15857,0
client15858,0
client15859,0
client1586,1
client15860,0
client15861,0
client15862,0
client15863,1
client15864,0
client15865,1
client15866,0
client15867,0
client15868,0
client15869,1
client1587,0
client15870,0
client15871,0
client15872,0
client15873,0
client15874,0
client15875,0
client15876,0
client15877,1
client15878,0
client15879,1
client1588,0
client15880,0
client15881,1
client15882,0
client15883,0
client15884,1
client15885,0
client15886,0
client15887,0
client15888,0
client15889,0
client1589,0
client15890,0
client15891,0
client15892,0
client15893,1
client15894,1
client15895,1
client15896,1
client15897,0
client15898,1
client15899,0
client159,0
client1590,1
client15900,1
client15901,0
client15902,0
client15903,0
client15904,0
client15905,1
client15906,0
client15907,0
client15908,0
client15909,0
client1591,0
client15910,0
client15911,0
client15912,1
client15913,0
client15914,0
client15915,0
client15916,0
client15917,0
client15918,0
client15919,0
client1592,0
client15920,0
client15921,1
client15922,0
client15923,0
client15924,0
client15925,0
client15926,0
client15927,1
client15928,0
client15929,0
client1593,1
client15930,0
client15931,0
client15932,0
client15933,0
client15934,0
client15935,1
client15936,0
client15937,0
client15938,1
client15939,0
client1594,0
client15940,0
client15941,0
client15942,0
client15943,1
client15944,0
client15945,0
client15946,0
client15947,0
client15948,0
client15949,0
client1595,0
client15950,0
client15951,0
client15952,0
client15953,0
client15954,0
client15955,0
client15956,0
client15957,0
client15958,0
client15959,1
client1596,0
client15960,0
client15961,0
client15962,1
client15963,0
client15964,0
client15965,0
client15966,1
client15967,1
client15968,0
client15969,0
client1597,1
client15970,0
client15971,1
client15972,0
client15973,1
client15974,0
client15975,0
client15976,0
client15977,0
client15978,0
client15979,0
client1598,0
client15980,0
client15981,1
client15982,0
client15983,0
client15984,0
client15985,0
client15986,0
client15987,0
client15988,1
client15989,0
client1599,0
client15990,0
client15991,1
client15992,0
client15993,0
client15994,0
client15995,1
client15996,0
client15997,0
client15998,0
client15999,0
client16,1
client160,0
client1600,0
client16000,0
client16001,0
client16002,0
client16003,0
client16004,0
client16005,0
client16006,0
client16007,0
client16008,0
client16009,1
client1601,0
client16010,0
client16011,1
client16012,0
client16013,0
client16014,0
client16015,1
client16016,0
client16017,0
client16018,1
client16019,1
client1602,0
client16020,0
client16021,0
client16022,0
client16023,0
client16024,0
client16025,0
client16026,0
client16027,0
client16028,0
client16029,1
client1603,1
client16030,0
client16031,0
client16032,0
client16033,0
client16034,0
client16035,0
client16036,0
client16037,0
client16038,0
client16039,0
client1604,0
client16040,0
client16041,1
client16042,0
client16043,0
client16044,1
client16045,0
client16046,1
client16047,1
client16048,0
client16049,1
client1605,0
client16050,1
client16051,0
client16052,1
client16053,0
client16054,0
client16055,0
client16056,0
client16057,0
client16058,0
client16059,1
client1606,0
client16060,0
client16061,1
client16062,0
client16063,0
client16064,0
client16065,0
client16066,0
client16067,0
client16068,0
client16069,0
client1607,0
client16070,1
client16071,0
client16072,0
client16073,0
client16074,1
client16075,0
client16076,1
client16077,0
client16078,1
client16079,0
client1608,0
client16080,1
client16081,0
client16082,0
client16083,0
client16084,0
client16085,1
client16086,0
client16087,0
client16088,0
client16089,0
client1609,0
client16090,0
client16091,1
client16092,0
client16093,0
client16094,1
client16095,0
client16096,0
client16097,0
client16098,0
client16099,1
client161,0
client1610,0
client16100,0
client16101,0
client16102,0
client16103,1
client16104,1
client16105,0
client16106,0
client16107,0
client16108,0
client16109,0
client1611,1
client16110,0
client16111,1
client16112,0
client16113,0
client16114,1
client16115,0
client16116,0
client16117,0
client16118,1
client16119,1
client1612,0
client16120,0
client16121,0
client16122,0
client16123,1
client16124,0
client16125,0
client16126,0
client16127,0
client16128,0
client16129,1
client1613,1
client16130,0
client16131,0
client16132,0
client16133,1
client16134,1
client16135,0
client16136,0
client16137,0
client16138,0
client16139,0
client1614,0
client16140,0
client16141,0
client16142,0
client16143,0
client16144,0
client16145,1
client16146,0
client16147,0
client16148,1
client16149,0
client1615,0
client16150,0
client16151,0
client16152,0
client16153,0
client16154,0
client16155,0
client16156,0
client16157,0
client16158,0
client16159,0
client1616,0
client16160,0
client16161,0
client16162,0
client16163,0
client16164,0
client16165,0
client16166,0
client16167,0
client16168,0
client16169,1
client1617,0
client16170,0
client16171,0
client16172,0
client16173,0
client16174,0
client16175,1
client16176,1
client16177,1
client16178,0
client16179,0
client1618,0
client16180,0
client16181,0
client16182,1
client16183,0
client16184,0
client16185,0
client16186,0
client16187,0
client16188,0
client16189,0
client1619,0
client16190,0
client16191,1
client16192,0
client16193,0
client16194,1
client16195,1
client16196,1
client16197,0
client16198,0
client16199,0
client162,0
client1620,1
client16200,0
client16201,0
client16202,1
client16203,0
client16204,0
client16205,1
client16206,0
client16207,0
client16208,0
client16209,0
client1621,0
client16210,1
client16211,0
client16212,0
client16213,0
client16214,0
client16215,0
client16216,0
client16217,1
client16218,1
client16219,1
client1622,0
client16220,0
client16221,0
client16222,0
client16223,0
client16224,1
client16225,1
client16226,0
client16227,0
client16228,0
client16229,0
client1623,0
client16230,1
client16231,0
client16232,0
client16233,0
client16234,0
client16235,1
client16236,0
client16237,0
client16238,0
client16239,0
client1624,0
client16240,0
client16241,1
client16242,0
client16243,0
client16244,0
client16245,1
client16246,0
client16247,1
client16248,0
client16249,1
client1625,0
client16250,1
client16251,0
client16252,0
client16253,0
client16254,1
client16255,0
client16256,0
client16257,1
client16258,0
client16259,0
client1626,0
client16260,0
client16261,0
client16262,1
client16263,0
client16264,0
client16265,0
client16266,1
client16267,0
client16268,0
client16269,1
client1627,1
client16270,1
client16271,0
client16272,1
client16273,0
client16274,0
client16275,0
client16276,0
client16277,1
client16278,0
client16279,0
client1628,0
client16280,0
client16281,0
client16282,0
client16283,0
client16284,0
client16285,0
client16286,0
client16287,1
client16288,0
client16289,1
client1629,0
client16290,0
client16291,0
client16292,0
client16293,0
client16294,1
client16295,1
client16296,0
client16297,0
client16298,0
client16299,0
client163,1
client1630,0
client16300,0
client16301,0
client16302,0
client16303,0
client16304,0
client16305,0
client16306,0
client16307,0
client16308,0
client16309,0
client1631,0
client16310,0
client16311,1
client16312,0
client16313,1
client16314,0
client16315,0
client16316,1
client16317,1
client16318,0
client16319,0
client1632,0
client16320,0
client16321,0
client16322,0
client16323,0
client16324,0
client16325,1
client16326,0
client16327,1
client16328,0
client16329,0
client1633,0
client16330,0
client16331,0
client16332,0
client16333,1
client16334,0
client16335,0
client16336,0
client16337,0
client16338,0
client16339,0
client1634,0
client16340,0
client16341,0
client16342,0
client16343,0
client16344,1
client16345,1
client16346,0
client16347,0
client16348,1
client16349,0
client1635,1
client16350,0
client16351,0
client16352,0
client16353,0
client16354,0
client16355,0
client16356,0
client16357,0
client16358,0
client16359,0
client1636,0
client16360,0
client16361,0
client16362,0
client16363,0
client16364,1
client16365,0
client16366,0
client16367,0
client16368,0
client16369,0
client1637,0
client16370,1
client16371,0
client16372,0
client16373,0
client16374,0
client16375,0
client16376,0
client16377,0
client16378,0
client16379,0
client1638,0
client16380,0
client16381,0
client16382,0
client16383,0
client16384,0
client16385,0
client16386,0
client16387,1
client16388,0
client16389,0
client1639,1
client16390,0
client16391,0
client16392,1
client16393,0
client16394,0
client16395,0
client16396,0
client16397,1
client16398,0
client16399,1
client164,0
client1640,0
client16400,0
client16401,0
client16402,1
client16403,1
client16404,0
client16405,0
client16406,0
client16407,1
client16408,0
client16409,1
client1641,0
client16410,1
client16411,0
client16412,0
client16413,0
client16414,1
client16415,0
client16416,0
client16417,1
client16418,0
client16419,0
client1642,0
client16420,0
client16421,0
client16422,0
client16423,0
client16424,1
client16425,1
client16426,1
client16427,1
client16428,1
client16429,0
client1643,0
client16430,0
client16431,0
client16432,0
client16433,1
client16434,1
client16435,1
client16436,0
client16437,0
client16438,0
client16439,0
client1644,0
client16440,1
client16441,0
client16442,0
client16443,0
client16444,0
client16445,0
client16446,0
client16447,0
client16448,0
client16449,0
client1645,0
client16450,0
client16451,1
client16452,0
client16453,0
client16454,1
client16455,0
client16456,0
client16457,0
client16458,1
client16459,0
client1646,0
client16460,0
client16461,1
client16462,0
client16463,0
client16464,0
client16465,0
client16466,0
client16467,0
client16468,0
client16469,0
client1647,1
client16470,1
client16471,0
client16472,0
client16473,0
client16474,1
client16475,0
client16476,0
client16477,0
client16478,0
client16479,0
client1648,0
client16480,0
client16481,0
client16482,0
client16483,0
client16484,0
client16485,1
client16486,0
client16487,1
client16488,0
client16489,0
client1649,0
client16490,0
client16491,1
client16492,0
client16493,0
client16494,0
client16495,0
client16496,1
client16497,0
client16498,0
client16499,1
client165,0
client1650,0
client16500,0
client16501,0
client16502,0
client16503,0
client16504,1
client16505,0
client16506,0
client16507,0
client16508,0
client16509,0
client1651,0
client16510,0
client16511,0
client16512,1
client16513,0
client16514,0
client16515,1
client16516,1
client16517,0
client16518,1
client16519,0
client1652,0
client16520,0
client16521,1
client16522,0
client16523,1
client16524,0
client16525,0
client16526,1
client16527,1
client16528,1
client16529,0
client1653,1
client16530,1
client16531,0
client16532,1
client16533,0
client16534,0
client16535,0
client16536,0
client16537,0
client16538,0
client16539,0
client1654,0
client16540,1
client16541,0
client16542,1
client16543,0
client16544,0
client16545,1
client16546,0
client16547,0
client16548,0
client16549,0
client1655,0
client16550,0
client16551,0
client16552,0
client16553,0
client16554,0
client16555,0
client16556,0
client16557,0
client16558,0
client16559,0
client1656,0
client16560,0
client16561,0
client16562,1
client16563,1
client16564,0
client16565,1
client16566,0
client16567,0
client16568,0
client16569,0
client1657,0
client16570,0
client16571,0
client16572,0
client16573,0
client16574,0
client16575,0
client16576,0
client16577,0
client16578,0
client16579,0
client1658,1
client16580,0
client16581,1
client16582,0
client16583,0
client16584,1
client16585,1
client16586,0
client16587,0
client16588,0
client16589,0
client1659,0
client16590,0
client16591,0
client16592,0
client16593,0
client16594,0
client16595,0
client16596,0
client16597,1
client16598,0
client16599,0
client166,0
client1660,0
client16600,0
client16601,0
client16602,0
client16603,0
client16604,0
client16605,0
client16606,1
client16607,0
client16608,0
client16609,0
client1661,1
client16610,1
client16611,0
client16612,0
client16613,1
client16614,1
client16615,0
client16616,0
client16617,0
client16618,1
client16619,0
client1662,0
client16620,0
client16621,0
client16622,0
client16623,0
client16624,0
client16625,0
client16626,0
client16627,0
client16628,0
client16629,0
client1663,0
client16630,0
client16631,0
client16632,0
client16633,0
client16634,1
client16635,0
client16636,1
client16637,0
client16638,0
client16639,0
client1664,0
client16640,0
client16641,0
client16642,0
client16643,1
client16644,0
client16645,1
client16646,1
client16647,0
client16648,0
client16649,0
client1665,0
client16650,0
client16651,0
client16652,0
client16653,0
client16654,1
client16655,0
client16656,0
client16657,0
client16658,0
client16659,0
client1666,0
client16660,0
client16661,1
client16662,0
client16663,0
client16664,0
client16665,0
client16666,0
client16667,0
client16668,0
client16669,0
client1667,0
client16670,0
client16671,1
client16672,1
client16673,0
client16674,0
client16675,0
client16676,0
client16677,1
client16678,0
client16679,0
client1668,0
client16680,0
client16681,0
client16682,1
client16683,0
client16684,0
client16685,1
client16686,0
client16687,0
client16688,0
client16689,1
client1669,0
client16690,0
client16691,0
client16692,0
client16693,1
client16694,0
client16695,0
client16696,0
client16697,0
client16698,0
client16699,0
client167,0
client1670,0
client16700,0
client16701,0
client16702,0
client16703,0
client16704,0
client16705,0
client16706,0
client16707,0
client16708,0
client16709,0
client1671,0
client16710,0
client16711,1
client16712,1
client16713,0
client16714,0
client16715,0
client16716,0
client16717,1
client16718,0
client16719,0
client1672,0
client16720,0
client16721,0
client16722,0
client16723,1
client16724,0
client16725,0
client16726,0
client16727,1
client16728,0
client16729,1
client1673,0
client16730,0
client16731,0
client16732,0
client16733,0
client16734,0
client16735,0
client16736,1
client16737,0
client16738,0
client16739,0
client1674,0
client16740,1
client16741,0
client16742,0
client16743,0
client16744,0
client16745,0
client16746,1
client16747,0
client16748,1
client16749,1
client1675,0
client16750,0
client16751,0
client16752,0
client16753,0
client16754,0
client16755,0
client16756,1
client16757,1
client16758,0
client16759,0
client1676,0
client16760,0
client16761,0
client16762,0
client16763,0
client16764,0
client16765,0
client16766,0
client16767,0
client16768,0
client16769,0
client1677,0
client16770,0
client16771,0
client16772,0
client16773,0
client16774,0
client16775,0
client16776,1
client16777,0
client16778,1
client16779,1
client1678,0
client16780,1
client16781,0
client16782,0
client16783,0
client16784,0
client16785,0
client16786,1
client16787,1
client16788,0
client16789,1
client1679,0
client16790,1
client16791,1
client16792,0
client16793,1
client16794,1
client16795,1
client16796,1
client16797,1
client16798,0
client16799,0
client168,1
client1680,0
client16800,0
client16801,1
client16802,0
client16803,0
client16804,0
client16805,0
client16806,0
client16807,0
client16808,0
client16809,0
client1681,1
client16810,0
client16811,0
client16812,0
client16813,0
client16814,0
client16815,1
client16816,0
client16817,1
client16818,0
client16819,0
client1682,0
client16820,0
client16821,0
client16822,0
client16823,0
client16824,0
client16825,0
client16826,0
client16827,0
client16828,0
client16829,1
client1683,0
client16830,0
client16831,0
client16832,1
client16833,1
client16834,0
client16835,0
client16836,0
client16837,0
client16838,0
client16839,1
client1684,0
client16840,0
client16841,1
client16842,0
client16843,0
client16844,0
client16845,1
client16846,0
client16847,0
client16848,0
client16849,0
client1685,0
client16850,1
client16851,0
client16852,0
client16853,0
client16854,0
client16855,0
client16856,0
client16857,0
client16858,1
client16859,1
client1686,0
client16860,0
client16861,0
client16862,0
client16863,0
client16864,0
client16865,0
client16866,1
client16867,0
client16868,0
client16869,0
client1687,0
client16870,1
client16871,0
client16872,0
client16873,0
client16874,0
client16875,0
client16876,1
client16877,1
client16878,0
client16879,0
client1688,1
client16880,0
client16881,0
client16882,0
client16883,0
client16884,0
client16885,1
client16886,0
client16887,1
client16888,0
client16889,0
client1689,0
client16890,0
client16891,1
client16892,0
client16893,1
client16894,1
client16895,1
client16896,0
client16897,0
client16898,0
client16899,0
client169,1
client1690,0
client16900,0
client16901,0
client16902,0
client16903,0
client16904,0
client16905,1
client16906,1
client16907,0
client16908,0
client16909,0
client1691,0
client16910,0
client16911,0
client16912,0
client16913,1
client16914,0
client16915,0
client16916,0
client16917,1
client16918,1
client16919,1
client1692,0
client16920,0
client16921,0
client16922,1
client16923,0
client16924,0
client16925,0
client16926,0
client16927,0
client16928,1
client16929,0
client1693,1
client16930,0
client16931,1
client16932,0
client16933,1
client16934,1
client16935,0
client16936,1
client16937,0
client16938,0
client16939,1
client1694,0
client16940,1
client16941,1
client16942,0
client16943,1
client16944,0
client16945,0
client16946,0
client16947,0
client16948,0
client16949,0
client1695,1
client16950,1
client16951,0
client16952,0
client16953,0
client16954,0
client16955,0
client16956,0
client16957,0
client16958,0
client16959,0
client1696,0
client16960,1
client16961,0
client16962,0
client16963,0
client16964,0
client16965,0
client16966,1
client16967,0
client16968,0
client16969,0
client1697,0
client16970,0
client16971,0
client16972,1
client16973,0
client16974,0
client16975,0
client16976,1
client16977,1
client16978,0
client16979,0
client1698,0
client16980,0
client16981,0
client16982,0
client16983,0
client16984,0
client16985,0
client16986,0
client16987,0
client16988,0
client16989,1
client1699,0
client16990,0
client16991,0
client16992,0
client16993,1
client16994,0
client16995,1
client16996,0
client16997,0
client16998,1
client16999,1
client17,0
client170,0
client1700,0
client17000,0
client17001,0
client17002,0
client17003,0
client17004,0
client17005,0
client17006,0
client17007,0
client17008,0
client17009,0
client1701,1
client17010,0
client17011,0
client17012,0
client17013,0
client17014,0
client17015,1
client17016,0
client17017,0
client17018,0
client17019,0
client1702,0
client17020,0
client17021,0
client17022,0
client17023,1
client17024,0
client17025,0
client17026,0
client17027,0
client17028,0
client17029,0
client1703,0
client17030,0
client17031,0
client17032,0
client17033,0
client17034,0
client17035,0
client17036,1
client17037,0
client17038,0
client17039,0
client1704,0
client17040,0
client17041,0
client17042,0
client17043,0
client17044,0
client17045,0
client17046,1
client17047,0
client17048,0
client17049,0
client1705,0
client17050,0
client17051,0
client17052,0
client17053,0
client17054,0
client17055,0
client17056,0
client17057,0
client17058,0
client17059,0
client1706,1
client17060,0
client17061,0
client17062,0
client17063,0
client17064,0
client17065,0
client17066,0
client17067,0
client17068,0
client17069,0
client1707,0
client17070,0
client17071,1
client17072,0
client17073,0
client17074,1
client17075,0
client17076,0
client17077,1
client17078,0
client17079,1
client1708,0
client17080,0
client17081,1
client17082,1
client17083,0
client17084,0
client17085,1
client17086,1
client17087,0
client17088,1
client17089,1
client1709,1
client17090,0
client17091,1
client17092,0
client17093,0
client17094,0
client17095,0
client17096,1
client17097,0
client17098,0
client17099,0
client171,0
client1710,0
client17100,0
client17101,0
client17102,1
client17103,0
client17104,1
client17105,0
client17106,0
client17107,0
client17108,0
client17109,0
client1711,0
client17110,0
client17111,1
client17112,0
client17113,0
client17114,0
client17115,0
client17116,0
client17117,1
client17118,0
client17119,0
client1712,0
client17120,0
client17121,0
client17122,1
client17123,1
client17124,0
client17125,0
client17126,1
client17127,0
client17128,0
client17129,0
client1713,1
client17130,1
client17131,1
client17132,0
client17133,0
client17134,0
client17135,0
client17136,1
client17137,0
client17138,0
client17139,1
client1714,0
client17140,0
client17141,0
client17142,1
client17143,1
client17144,0
client17145,0
client17146,0
client17147,1
client17148,0
client17149,1
client1715,0
client17150,0
client17151,0
client17152,0
client17153,0
client17154,1
client17155,0
client17156,1
client17157,0
client17158,0
client17159,1
client1716,0
client17160,0
client17161,0
client17162,1
client17163,0
client17164,1
client17165,0
client17166,0
client17167,0
client17168,0
client17169,1
client1717,0
client17170,0
client17171,0
client17172,0
client17173,0
client17174,1
client17175,0
client17176,0
client17177,0
client17178,0
client17179,0
client1718,0
client17180,0
client17181,0
client17182,1
client17183,0
client17184,0
client17185,0
client17186,0
client17187,1
client17188,1
client17189,0
client1719,0
client17190,0
client17191,0
client17192,0
client17193,1
client17194,1
client17195,1
client17196,0
client17197,0
client17198,0
client17199,1
client172,1
client1720,1
client17200,0
client17201,1
client17202,1
client17203,0
client17204,1
client17205,0
client17206,0
client17207,0
client17208,0
client17209,0
client1721,0
client17210,0
client17211,0
client17212,1
client17213,1
client17214,0
client17215,0
client17216,0
client17217,0
client17218,0
client17219,1
client1722,0
client17220,0
client17221,0
client17222,0
client17223,1
client17224,1
client17225,0
client17226,0
client17227,0
client17228,1
client17229,1
client1723,0
client17230,1
client17231,0
client17232,0
client17233,0
client17234,0
client17235,1
client17236,0
client17237,0
client17238,0
client17239,0
client1724,1
client17240,0
client17241,0
client17242,0
client17243,1
client17244,0
client17245,0
client17246,0
client17247,0
client17248,1
client17249,0
client1725,1
client17250,0
client17251,1
client17252,1
client17253,0
client17254,0
client17255,0
client17256,1
client17257,0
client17258,0
client17259,0
client1726,0
client17260,1
client17261,0
client17262,0
client17263,0
client17264,0
client17265,0
client17266,1
client17267,0
client17268,0
client17269,1
client1727,0
client17270,1
client17271,0
client17272,1
client17273,0
client17274,0
client17275,0
client17276,1
client17277,0
client17278,0
client17279,0
client1728,0
client17280,0
client17281,0
client17282,0
client17283,0
client17284,0
client17285,0
client17286,0
client17287,0
client17288,0
client17289,0
client1729,1
client17290,0
client17291,1
client17292,0
client17293,0
client17294,0
client17295,1
client17296,1
client17297,1
client17298,1
client17299,1
client173,0
client1730,0
client17300,0
client17301,0
client17302,0
client17303,0
client17304,1
client17305,0
client17306,1
client17307,0
client17308,0
client17309,0
client1731,0
client17310,1
client17311,1
client17312,0
client17313,0
client17314,0
client17315,0
client17316,0
client17317,0
client17318,0
client17319,0
client1732,0
client17320,0
client17321,0
client17322,1
client17323,0
client17324,0
client17325,0
client17326,0
client17327,0
client17328,0
client17329,0
client1733,0
client17330,0
client17331,0
client17332,0
client17333,0
client17334,0
client17335,0
client17336,0
client17337,0
client17338,0
client17339,1
client1734,0
client17340,1
client17341,0
client17342,0
client17343,1
client17344,0
client17345,1
client17346,0
client17347,1
client17348,0
client17349,0
client1735,0
client17350,0
client17351,0
client17352,0
client17353,1
client17354,0
client17355,1
client17356,0
client17357,0
client17358,0
client17359,0
client1736,0
client17360,1
client17361,0
client17362,0
client17363,0
client17364,0
client17365,0
client17366,0
client17367,0
client17368,1
client17369,0
client1737,1
client17370,1
client17371,0
client17372,0
client17373,1
client17374,0
client17375,0
client17376,0
client17377,0
client17378,0
client17379,0
client1738,1
client17380,0
client17381,0
client17382,1
client17383,0
client17384,1
client17385,0
client17386,1
client17387,0
client17388,0
client17389,0
client1739,0
client17390,0
client17391,0
client17392,0
client17393,0
client17394,1
client17395,0
client17396,0
client17397,1
client17398,1
client17399,0
client174,1
client1740,0
client17400,0
client17401,0
client17402,0
client17403,0
client17404,0
client17405,0
client17406,0
client17407,0
client17408,0
client17409,0
client1741,0
client17410,0
client17411,1
client17412,0
client17413,1
client17414,0
client17415,0
client17416,0
client17417,0
client17418,0
client17419,0
client1742,0
client17420,1
client17421,0
client17422,0
client17423,0
client17424,0
client17425,0
client17426,0
client17427,1
client17428,0
client17429,0
client1743,1
client17430,0
client17431,0
client17432,0
client17433,0
client17434,0
client17435,0
client17436,0
client17437,0
client17438,1
client17439,0
client1744,0
client17440,0
client17441,0
client17442,0
client17443,0
client17444,0
client17445,0
client17446,0
client17447,0
client17448,0
client17449,0
client1745,0
client17450,0
client17451,0
client17452,0
client17453,0
client17454,1
client17455,0
client17456,0
client17457,0
client17458,0
client17459,0
client1746,0
client17460,0
client17461,0
client17462,0
client17463,0
client17464,0
client17465,0
client17466,0
client17467,0
client17468,0
client17469,0
client1747,0
client17470,1
client17471,0
client17472,0
client17473,0
client17474,0
client17475,0
client17476,1
client17477,0
client17478,0
client17479,0
client1748,0
client17480,0
client17481,0
client17482,0
client17483,0
client17484,0
client17485,0
client17486,1
client17487,1
client17488,0
client17489,0
client1749,0
client17490,0
client17491,0
client17492,1
client17493,0
client17494,0
client17495,0
client17496,0
client17497,0
client17498,0
client17499,1
client175,0
client1750,0
client17500,0
client17501,0
client17502,0
client17503,0
client17504,1
client17505,1
client17506,0
client17507,0
client17508,0
client17509,0
client1751,1
client17510,0
client17511,0
client17512,0
client17513,0
client17514,0
client17515,0
client17516,0
client17517,0
client17518,1
client17519,1
client1752,0
client17520,0
client17521,0
client17522,1
client17523,0
client17524,0
client17525,0
client17526,0
client17527,0
client17528,0
client17529,0
client1753,0
client17530,0
client17531,0
client17532,1
client17533,1
client17534,1
client17535,1
client17536,0
client17537,0
client17538,0
client17539,0
client1754,0
client17540,1
client17541,1
client17542,0
client17543,0
client17544,0
client17545,1
client17546,0
client17547,0
client17548,0
client17549,0
client1755,0
client17550,0
client17551,0
client17552,1
client17553,0
client17554,1
client17555,1
client17556,0
client17557,1
client17558,1
client17559,1
client1756,0
client17560,0
client17561,0
client17562,0
client17563,1
client17564,0
client17565,0
client17566,0
client17567,0
client17568,0
client17569,0
client1757,0
client17570,0
client17571,1
client17572,0
client17573,0
client17574,0
client17575,0
client17576,0
client17577,0
client17578,0
client17579,0
client1758,0
client17580,0
client17581,1
client17582,0
client17583,0
client17584,0
client17585,1
client17586,0
client17587,0
client17588,0
client17589,1
client1759,0
client17590,0
client17591,0
client17592,1
client17593,0
client17594,1
client17595,0
client17596,0
